"7a552326-da08-354c-aafc-f56edcf83f44","Introduction to Speech Composition",100
"0f028eba-ac26-36d3-b6f1-c18a72303e74","Science and Storytelling",100
"246dce97-6ed3-3dea-a809-e75d50d04d6a","Introduction to the Nursing Profession",100
"aaa87d0b-338c-3dd2-b43c-66f5670a3a23","Introduction to College Composition",100
"dffa8e8e-3740-3238-b565-c4e0809d7a8d","Principles and Practices in Crop Production",100
"fc10f135-3e48-3b54-ad16-e551abb3a85a","Introductory Financial Accounting",100
"0791ad4d-0a9f-3d15-807f-9c0d7befb7b3","Weather and Climate",100
"532d3503-6a9e-3440-baa7-1d29295413d4","General Geology",100
"ea34aff5-2ce6-3697-b52c-060119599aab","General Anthropology",100
"89a0692c-0bcc-3daf-87f8-392de0219489","Biochemistry Freshman Seminar",100
"3e215142-88a9-3871-90c7-ac47e0be6d0a","Orientation to Occupational Therapy",100
"c36280eb-dc8b-327c-a621-88d550a2553e","Introduction to Art",100
"77fea94b-1004-346a-a5a2-a88a40c304e2","Introduction to Cultures of Asia",100
"fccdce59-3a95-3836-99e1-9703e7b7da91","Exercise, Nutrition, and Health",100
"55e3ded5-30d9-3c6f-82ac-d2c25999ce7a","Exploring Biology",100
"195f1b46-254f-3a64-ab2c-c4a817a84e30","Freshman Topics Seminar",100
"78890754-4b7e-391c-8441-9c54494c84d4","General Microbiology",101
"d71545a3-0158-3fe3-89e5-8b7fe2670c7b","Introduction to Animal Sciences",101
"53afeb69-82d2-39fb-b952-c912a383fbea","First Semester Chinese",101
"b81df125-d61c-3801-bb09-43062bfb2f4b","Principles of Microeconomics",101
"da82e5fb-dc07-3f5b-94fa-697c3cd6d7ab","Orientation to Wildlife Ecology",101
"18cc3522-e0e4-3626-a3e4-cd4fa3d1ab1a","Human Language",101
"f1994c0e-ea5c-369f-b50f-c66bb7336234","Introduction to Naval Science",101
"c9ed47c4-72ad-3ea9-8b3f-cf88c6c6a5c6","Animal Biology",101
"7549d9bd-c8b1-3382-8f92-4ad5961a03a3","First Semester Norwegian",101
"f69d9d8f-dc0c-31f5-b3ed-2d4712792982","Introduction to Human Geography",101
"c028f9f7-614a-391d-9b9c-fbe00166d420","Religion in Global Perspective",101
"c23d7b1d-4add-3dd4-a9e5-47d56b05aa42","Introduction to Philosophy",101
"24cd0bf3-d40b-35cb-ad71-e9ad712f37cd","Introduction to Asian American Studies",101
"98e12aa2-e785-39de-bcbb-f89bf10e14ac","The Musical Experience",101
"b9e59f6b-3519-30e2-8acd-96388a6c65e2","First Semester Hebrew",101
"5ae7ea64-b38f-3988-b2e0-f831eab33fe4","First Semester Portuguese",101
"3a328245-8903-3711-84c0-8ff307aaf84a","Weather and Climate",101
"0720ee51-513a-37bf-b7a0-d133a7cb716a","The Foundations of the United States Air Force I",101
"108cb3d5-6e25-3ab2-82ae-64b3360fc61e","First Semester French",101
"85bc0c73-5251-3930-85ff-3790d12f6af0","Beginning Class Piano",101
"c62517b9-fc2b-3a76-a837-1b28b96b4a8d","Foundations of Officership",101
"a75eea23-4b85-33be-a1a2-e486ec1b7eda","First Semester German",101
"488f8c5a-2a58-3973-8110-bcedd96149bd","Intermediate Algebra",101
"59113a02-0222-398f-8ee5-51cec56bde7c","First-Year Seminar in the Biological Sciences",101
"ae322ff9-1c15-394a-9c8d-6b6e22751a3e","First Semester Russian",101
"1c84080e-6d59-355f-bf5b-e9cdb99bf32f","Amer Hist to the Civil War Era, the Origin & Growth of the U S",101
"ac00f625-5340-32c0-b360-971af363637b","Introduction to International Studies",101
"afd9b1c1-6a02-3de6-a1ca-feeb9bc793e5","First Semester Italian",101
"911d5c71-bf44-3032-b33d-b558e7f5f744","General Microbiology Laboratory",102
"f987fdae-e7d2-3ead-9e5c-f950d0bb8d32","Climate and Climate Change",102
"9d5e6a29-a689-33ac-a62d-808dc5b91ea3","Principles of Macroeconomics",102
"c67fbeba-dd00-3ec5-96c2-3d41f5aa4d27","Introduction to Society's Engineering Grand Challenges",102
"72d09afe-5e88-3ee1-93c4-c1f59c685fa1","Archaeology and the Prehistoric World",102
"4fd004e1-bd1d-35c9-aa71-8a02ee72682d","Animal Biology Laboratory",102
"40061334-2555-3f73-8cc7-4b19b4a09c3f","Two-Dimensional Design",102
"25b47981-1e26-33c5-9666-a2584e53e41d","Second Semester French",102
"70ee828c-fe37-329b-a631-52f7ff5ab926","Beginning Class Piano",102
"84338565-96d9-31e3-9aa0-7c5b7eebf894","Second Semester German",102
"084d78bf-49e7-348f-a759-21422a30849b","Gender, Women, and Society in Global Perspective",102
"c5f89e10-9b09-35b0-8534-5f3f0579159b","First-Year Seminar in the Humanities",102
"b9dc2573-b740-394d-bc31-7ece78db1b38","American History, Civil War Era to the Present",102
"9f514320-9cdb-3264-b226-ab288d3980c4","Second Semester Spanish",102
"48334fc5-2da9-373a-bf82-eab16264d4c2","Second Semester Italian",102
"d78c7fa4-6e5b-3986-a847-0ba488bf4cea","Introduction to Music Cultures of the World",103
"781e3f30-a287-33cf-a995-b535f08fd020","First Semester Japanese",103
"c4c4324f-a3bd-3ea2-8e11-53b2a44cbb49","Elementary Biblical Hebrew, I",103
"b70ef039-8f07-3092-8779-a524088efcd8","The Evolving Universe: Stars, Galaxies, and Cosmology",103
"1fbc4026-7b64-3f9b-8705-60d40446e83c","Elementary Class Piano",103
"692b17a3-b6e8-36ca-9125-ffd3599310b5","General Chemistry I",103
"d80b0f9e-bf43-3f46-87e5-7e64c8a5cd8a","General Physics",103
"003e7bf5-85a2-369b-a0d6-b6215231a67c","Women and Their Bodies in Health and Disease",103
"f28792f3-4096-3543-888e-6354dca73369","Elementary Latin",103
"1fbeb32c-c731-3a82-8c0f-5be13243bec3","Introduction to International Relations",103
"0d1e40a8-e083-3b69-926e-d238b111e00e","Introduction to East Asian History: China",103
"381277ed-caa7-343c-972e-607e68edcb04","First Semester Greek",103
"a4dcc153-1a04-39d8-9b28-b56fb4fa5266","Cultural Anthropology and Human Diversity",104
"8b6ac3a4-c34d-39f8-b0fe-2d79aecc1e70","Molecular Mechanisms, Human Health & You",104
"728cb1c0-7343-341a-8459-c177d35a97fa","Three-Dimensional Design",104
"eb3f7a27-4038-395b-bd6d-7d0a549aca8b","Intermediate Class Piano",104
"f72602ce-b6a3-39c0-9351-274adbb760f4","General Chemistry II",104
"001738d6-6195-3557-8833-83cb53fdc779","General Physics",104
"22b6ef3a-6c9d-30b2-82aa-4bdad413c80b","Introduction to American Politics and Government",104
"8b28bb88-f52f-354f-9732-9b69813cdbe3","Introduction to East Asian History: Japan",104
"40e0aac5-4256-3a2e-9ae6-569063231c5a","Special Topics in Philosophy for Freshmen",104
"0bf1f00c-ead6-3818-ae55-fc0d20f07828","Principles of Biological Anthropology",105
"e6697792-07c1-31ac-ba5b-ef530e842d13","Health Care Systems: Interdisciplinary Approach",105
"79e9ba50-740a-35d0-924e-cc4f870147d6","Introduction to the History of Africa",105
"855044d1-8f3d-3660-9437-1cd37faca6c7","Human Resources Develop: Awareness Processes-Cnsl&Guid Perspective",105
"fe3e1724-b607-359a-948f-c364c7e0f587","Elementary Korean",105
"79cf2f3a-4b0c-3a62-a7a5-4b524f2f6a1e","The Symphony",106
"b06a3c06-ff85-3a1d-b913-a5d35aa608b1","Environmental Geology",106
"373a85f0-e569-37e6-943f-13069050dab4","First-Year Seminar in the Social Sciences",106
"3d984241-e3de-3fb1-966c-f13eb5df69ca","Politics Around the World",106
"285f8ac5-5681-3218-ae4a-529aa0ce1480","Introduction to Digital Forms",107
"82c8b0ba-7dd4-3f11-a186-9afb83220ad2","The Ideas of Modern Physics",107
"3b31c0cf-87e3-340c-a10a-357ffba122da","First-Year Seminar in the Social Sciences and Natural Sciences",107
"e476fc43-2f00-3b4d-b105-c6105285dc23","Foundations of Contemporary Art",108
"0c30e282-eb30-3b45-9bc4-41d9847c39fe","Chemistry in Our World",108
"14193ea4-a769-3851-bdfc-5feb280ea019","Advanced General Chemistry",109
"c7c06960-1ff6-3dda-9273-1e03d3dea05b","Physics in the Arts",109
"73c7a5b7-3011-3d22-b390-7359fabba458","The Ancient Mediterranean",110
"2b25ad1c-670c-3241-83b5-9d6d800966ff","Evolution and Extinction",110
"015810bb-117d-3792-a352-c0e193d49860","Leadership Lab 1A",110
"82c4cb90-3b73-3a16-b9fe-012929cf4702","Human Resources Development: Career Strategies",110
"f24e2d81-3a78-39af-a363-f4f79bdf4165","Intensive English as a Second Language",110
"a564aba1-4004-3ea2-b32d-d49cb833426d","Introduction to Communicative Disorders",110
"f307d6b9-4b4a-31c2-88b8-e24408a2ce5f","Introduction to the Engineering Design Process and Profession",111
"e9eee1ea-5dc0-33a8-b997-cbc519c704cf","Volcanoes and Civilization",111
"8fd38ca8-1e29-37aa-a92d-d5d80c4cc9c9","First Semester Swedish",111
"2b01412f-72ed-3721-8936-1feceaaae76b","Contemporary Dance Technique and Theory I",111
"49fdbbca-637a-3381-af4a-6f3bbfc6dbac","First Semester Dutch",111
"48c5f8d2-27c2-3cce-acc6-50b7d0d68a49","First Semester Polish",111
"dd94d56e-2efd-3fcb-9491-b58193cd1097","Science and Technology Newswriting",111
"95863fdc-c5b0-3148-ab5b-07741719e79e","Principles of Economics-Accelerated Treatment",111
"8a46d10e-064d-336d-a58a-7fdafcf05dd6","Mountains and Moving Plates",112
"e842fdc6-945f-392b-b55a-3a1369cfadb8","Principles of Archaeology",112
"32a031c1-b507-30aa-8ab3-2ba1fe62b78f","Drawing I",112
"6d9cd506-e7af-3afc-942b-fc6b201a1b81","Algebra",112
"375be695-8a2b-327f-a297-f7dbc97ce275","Music in Performance",113
"519de455-7a10-3981-b6c9-a98b715fa8cf","Hands on the Universe",113
"f56fc1d8-0dc2-37ba-b884-bb5b33268d50","Trigonometry",113
"6308e0a4-db4b-3a9e-90c7-6d23e8f6a267","Environmental Studies: The Humanistic Perspective",113
"b8aa847e-8795-3da3-b153-751ffd9a2209","First Semester Heritage Chinese",113
"1a39869e-fbba-365e-9a29-863c3a94c000","Algebra and Trigonometry",114
"86a24ba7-3da0-3707-99c8-9eef723a2d75","Intermediate English Language Skills",114
"f7b79658-ff2a-387c-802e-60db58b82cb9","Chemical Principles I",115
"4fc4afc0-ed98-3f04-9101-6bc2c0e08442","Physiology of Human Performance",115
"6b4c8f0a-c1a5-381e-b746-14f696ae9f04","Energy",115
"b6fbac96-faf1-3ad5-8ea6-e3b2e6617a7e","First Semester Czech",115
"e8f0ae02-7b25-3dda-ac09-f34f728f5717","Human Resources Development: Educational Effectiveness",115
"25f991f3-af8c-32e8-9da7-e8f6c8867df9","Grammar for Academic Use",115
"add2fd2e-4ebc-3c85-94b6-a913fd9755bc","Workshop in World Dance",116
"fa7c470f-d97c-3f26-b3b2-55ea9679119a","First Aid and Basic Life Support",116
"e7328d12-26cd-39df-9d70-e4650a1197b2","Academic Reading and Vocabulary Skills",116
"560171fc-0394-320b-b49a-84bf218eacde","EX-files: Life in the Earth's Extreme Environment",117
"9d4e5eae-d961-32de-8d4e-dcda4047873e","Academic Writing I",117
"de8c446e-751d-3323-aa89-9c629ba9d0d9","African Dance",118
"bf9186e4-8fbd-3a8f-8715-db960c86aba1","Academic Writing II",118
"e9986ceb-61a3-3050-b925-520b4b998cbc","Introduction to Kinesiology",119
"7631b299-b467-38d9-8bd5-4b1e6f64b276","The Making of Modern Europe 1500-1815",119
"c5344781-2653-3827-bb5e-d7c310d1590b","Freshman/Sophomore Seminar in Anthropology",120
"3e88f853-2ea4-3947-a604-ad482500c653","Survey of Horticulture",120
"41f5afb3-987e-3665-9518-5681007d29f9","Introduction to Arabic Literary Culture",120
"48464f27-c91d-3d15-89cc-81f94c7fe2de","First Year Topics Seminar in Gender, Women and Society",120
"78f3d458-d793-3edb-a55b-e1afcd757b4d","Design: Fundamentals I",120
"f3b7eb47-e8e4-3f78-b48f-9925c03a9232","Introduction to Theatre and Dramatic Literature",120
"c83844ea-a782-313d-97b3-c262565b693d","Europe and the Modern World 1815 to the Present",120
"d8911e1b-74e3-3b30-806e-67299b0b910a","Introduction to the Earth System",120
"705c01b1-f920-326a-87db-20e48f01e9bf","Musica Practica 1",121
"d3b0f0d1-9b1c-3a16-8b31-68bc53469e8d","Horticulture Colloquium",121
"f6e2f55b-2040-3f98-91b1-98d0c607f564","First Semester Danish",121
"ff1c0794-fe37-317f-add8-44f7488cf387","Asian American Movement",121
"70e5589b-7b17-3d73-96e5-963aa567f5bb","Elementary Chinese",122
"df941c9f-1fc9-3b2b-8508-430be2dda0eb","Living well: Lifestyle balance and health promotion for college students",123
"81dbd601-eaee-3c00-b2e9-a7824ebee5fb","Plants, Parasites, and People",123
"74c6fef6-411d-3439-9334-33d44ed02b91","English History: England to 1688",123
"981b19ea-50f1-3964-b73c-9952479806a0","Elementary Japanese",124
"753dc7e8-e035-36e1-9589-ba7ab9dbefc2","Ballet Technique I",125
"9ed46f3c-a510-31e9-b050-7d43087e1a83","Adapted Fitness and Personal Training",125
"99e9c065-6dba-30ad-8193-8c9d6820ff86","American Society: How It Really Works",125
"f533186a-6196-3ab1-b252-5f7bc72e5555","A Wisconsin Experience Seminar",125
"2af85de5-8a48-3cce-b758-d5b454af22e5","Ballet Technique I-B",126
"a30c3649-3c94-3a00-bbfd-4eb9a4df10cc","Introduction to Athletic Training",127
"fa15041d-f48a-3192-b086-27a6d82123d1","Physical Systems of the Environment",127
"e724478c-835a-3da3-9f73-76dd570904fe","Introduction to Yoga Practice",129
"42038910-90b8-39ce-868b-863c3b470461","Mathematics for Teaching: Numbers and Operations",130
"991fc989-f1b1-3cbe-b84a-1aa258c1e04a","Introduction to Gender and Sexuality Studies: Media Representations",130
"7ed5e8fe-31a1-37c1-8d69-a9c07ee25887","General Botany",130
"597e2d9f-4e80-3611-9274-70bf5acb75d9","An Introduction to World History",130
"6cb9c858-a7ba-3e08-bfb4-a47d31ddf752","Social Problems",130
"a9afc5c7-e2b0-331c-97ba-7e2cad6968ff","Mathematics for Teaching: Geometry and Measurement",131
"b64a994b-9056-309a-926d-0c4ba341bbc6","Criminal Justice in America",131
"d7563950-ae00-3d50-9bf8-fe094b342f9c","Nutrition Today",132
"efea291b-91e1-3a15-83b1-5bd363cac38a","Problem Solving in Algebra, Probability and Statistics",132
"07bf0765-cbb1-3642-abce-578d32406c3b","Movement Techniques for Stress Management",134
"023773f7-4ead-37ff-8669-00222ddec73f","Problems of American Racial and Ethnic Minorities",134
"d4344bcd-4f31-36e7-8c69-1d6a7d015a93","Pilates Mat I",135
"25cb6878-ca6c-3f9a-aa5b-452daa493601","Pilates Equipment Lab I",136
"4aadb9c5-4452-3d44-b735-5375d5206052","Pre-calculus and Calculus for Middle School Teachers",136
"c3952c3b-fbb6-306e-a841-8a1249c9dfa6","CRC First-Year Seminar: Foundations of a Liberal Arts Education",138
"d64d9bf9-3d30-337c-aebc-b0798688806a","The Sociology of Gender",138
"45e30d2e-c57c-338a-ac09-a2f341bc20f6","Living in the Global Environment: An Introduction to People-Environment Geography",139
"bb955455-6674-376a-aa3e-b16da7dfe228","Introduction to Education",140
"2ee180c1-84ed-33ee-85ed-bce697caed87","Dance Production",140
"a16f94a4-2f82-3b25-89ff-d480e62646ba","Introduction to Community and Environmental Sociology",140
"69df68a2-92ea-3adf-bc56-e3802b0b8cad","Voice Training",140
"1f40fff8-f338-37bd-8b0b-8fc2afd32873","Quantitative Reasoning and Problem Solving",141
"28efa331-7da1-3348-9a17-edc49ddda0bb","First Semester Serbo-Croatian",141
"11f4f0e9-e218-364f-80ef-6d1fcfb4eeb8","The Meaning of Life",141
"86fca488-a887-3894-ae4a-2bc7c260defb","Introduction to Performance: Voice",143
"95bb98db-7369-3a73-ae50-dbcf0f69bd02","Vocal Instruction for Non-Voice Majors",144
"39d5e077-eeb2-3c50-91d6-3076f51a48c0","First Year Composition",147
"b012a45a-96b5-37c4-85cd-973adee7dc73","Directed Studies in Engineering Foundation Courses",150
"38b8cf6b-f3cd-3e85-93f5-54480a5b027b","Education and Public Policy",150
"405d11f8-1ad0-335a-89f5-c8be87c12758","Introduction to Acting",150
"acafc054-42ae-33ff-8925-6ad0ba0da83a","Contemporary Topics and Careers in the Veterinary Sciences",150
"2110bfd4-51be-3d52-adba-809b212d7956","Basic Concepts of Music Theory",151
"c44cb7db-e746-3a31-bb4b-0351e0dc7634","Introductory Biology",151
"19fa9bbc-717a-3254-b8b7-d2c644194b61","Technical Information Resources",151
"61365d3e-05e9-3193-ada1-68a1deacee41","Introduction to Contemporary Afro-American Society",151
"39a99bf4-6745-38c3-b76d-42e994c59c1d","Introductory Biology",152
"b14092ad-4251-36d9-9157-f4ce4c0aacab","Introductory Biology",153
"89b4e651-920d-337c-b048-96b5f98a2b69","Fabric and Apparel Structures I",153
"3d137f5c-e3e7-3275-9fc9-08c85814bcda","Myth and Literature",155
"c3178c21-6e9b-3b7a-8dff-a4ab3ddfb7d2","Basic Communication",155
"d0dd4811-5b49-3a87-bd8f-3d3a85d49ed5","Introduction to Digital Media Production",155
"68755eb2-e39c-3f57-b2bd-5ae77c1fdaa1","Issues in Agriculture, Environment, and Life Sciences",155
"accc8a19-e959-3078-b88c-fd51a8b0b9ff","Black Music and American Cultural History",156
"402c0b8b-ce8f-3552-9daa-4e0146f731e2","Bradley Roundtable Seminar",157
"ad2c09dc-d495-35ae-afdb-91dd9bc945bd","Collaborative Arts Workshop",159
"d6d48ab8-f992-32fb-95d0-3990688fcd2c","Introduction to Engineering Design",160
"037c0e5e-60ab-3f88-b869-51e2b7bea744","Heredity",160
"4ff7da5a-4227-331b-9751-0141474b34e1","Human Sexuality: Social and Psychological Issues",160
"7470af17-06cc-330e-83fb-7f161143efd2","Introduction to Stage Production",160
"20235622-8f32-3568-ac05-ff55d19a64ff","Architectural Graphics",160
"c97d6f56-893b-3c0d-9401-0e320d93dc06","Asian American History: Movement and Dislocation",160
"d826e755-4b6c-39ce-86da-9950e7661b35","Backstage Laboratory I",161
"0fcd58bd-3d1d-3fea-a356-6d3c45d01ce9","First Year Workshop",162
"716738bb-7b05-3c45-8d03-35d1dce9c34a","Mass Media in Multicultural America",162
"305c9422-9ffb-3aa4-86db-1029c527653b","Theatre Production Laboratory",162
"f2822c32-56f1-34ff-85fb-d8a8558d61de","World Dance Cultures: Traditional to Contemporary",165
"7c720a4e-e5e4-3ed5-8c6d-1b6105c5cfbd","British and American Writers",167
"d13b7fbf-c929-3aa8-8cb5-1c0ade476818","Modern Literature",168
"34043d86-4773-372f-8b31-25b15f9eeab6","Modern American Literature",169
"913d62d7-ec60-35a1-96d3-e4753157134c","Civil Engineering Graphics",170
"6b991cc1-966f-3f14-bed0-94228de4df43","Our Digital Globe: An Overview of GIScience and its Technology",170
"23f236ff-9bc6-3d79-bfda-bf527c8f3757","Population Problems",170
"778e641e-f808-3d6f-889f-97daa4489a9e","Musica Practica: Aural Skills 1",171
"02dc36cc-4365-3b09-8929-98f25ea5fd91","Global Change: Atmospheric Issues and Problems",171
"fafdfd24-7627-3283-8faf-9ff3835d8d77","Calculus with Algebra and Trigonometry I",171
"becc2c53-2c0c-373a-983b-5f443ae4235a","Ethnic and Multicultural Literature",173
"99f1e6ee-bf62-38ed-9115-ea877e0225b5","Literature and the Other Disciplines",175
"e749e3b6-f091-39dd-9558-ce9ce6fed2bd","Introductory Naval Laboratory I",175
"d699c42f-3168-33b2-b576-db839ffa7e85","WISE Seminar",175
"6da642e6-b71c-32f6-bebd-9a34aba06faf","Special Topics in Mass Communication",176
"085c7b53-4b9a-3891-84ce-0bb24f2f7a06","Literature and Popular Culture",177
"fcbcc234-5d7e-3404-b8b1-8767f02c73e0","Freshman Honors Seminar: History of Science, Technology and Medicine",180
"305d3407-7783-3bd3-9959-2fccdb5e1518","First-Year Honors Seminar",181
"aedaf78f-3c10-39fd-af22-a296a5b68bd2","Russian Honors Tutorial for Slavic 101",181
"e1b58eb7-a46a-339f-a968-6dac4bb697d7","Elements of Speech-Honors Course",181
"d267199d-8f3d-319b-b6a3-52dc9312d782","First Semester Italian Honors",181
"784cd5f8-a8ec-3d5f-93f4-0ce94ed16cc2","Introduction to American Politics",184
"04ad6b16-90fd-3cb8-b6a3-eb7eee30d997","Politics Around the World (Honors)",186
"b3cd5c9a-88d7-3e4f-93f4-807124dcdef0","Directed Study",199
"61e7eefc-593a-3e13-b612-65af0b8a5ce6","Directed Study",199
"1212e0eb-ebb5-3075-b624-bf3845ac15b0","Directed Study",199
"be2aadef-e641-3571-831b-6b2ae9e28f29","Directed Study",199
"58243111-aa2d-3f47-9c3e-445e1e3633bb","Directed Study",199
"9811c73b-69c4-31eb-8c54-7a130e44c6cf","Directed Study",199
"c2a3f569-363a-3b81-a473-a40aff2445fd","The Professions of Dietetics and Nutrition",200
"7b054e45-fea7-3f97-a231-33c57a681b31","Race, Ethnicity, and Inequality in American Education",200
"01b263c7-ecf6-3b4b-bc36-05e9f8eec5d1","International Business",200
"e4d0e6dc-ee6c-3679-8f04-3930ea2370f8","Elementary/Intermediate Piano for Non-Piano Majors",200
"feedf897-1139-3520-99a1-dc3d3680e30b","Writing the Moving Body",200
"f6c10eb0-278f-3155-87d1-fd833a0d694a","Critical Thinking and Expression",200
"d7823bf9-3a9e-3beb-a0b7-35a5a35c6b07","Historical Studies",200
"269d546a-d7f0-3658-a2b3-3a4d73e3586e","Biomedical Engineering Design",200
"e84877b4-0caf-314d-b6c1-d4422ef11b03","Introductory Topics in Religious Studies (Humanities)",200
"4fb3d5c3-cc28-3696-ba9d-5588725c7c5f","The Biology and Appreciation of Companion Animals",200
"4b3d70bb-3d8e-3199-b244-354f3df20903","Issues in Special Education",200
"f698c264-6ced-3864-9582-46c1b91e2dae","Introduction to Digital Communication",200
"174deda0-ef7b-3a52-a332-226acb0b2579","Third Semester Chinese",201
"51d6022e-81b3-3779-940e-0c53d359768b","Speech Science",201
"b611c39e-6975-39a4-a7f7-1700b03c54ac","Intermediate Composition",201
"dd58cd58-3e30-39bb-a173-266aafc303e2","Naval Leadership and Management",201
"6de0f575-b643-3b30-b77b-511b42e5cee7","Survey of 19th and 20th Century Russian Literature in Translation I",201
"037ad181-fdc8-38e5-891b-c3f3e20c5f4c","Land Surveying Fundamentals",201
"38b29a1f-0add-3dae-89b4-7e10f6187569","Insects and Human Culture-a Survey Course in Entomology",201
"356f10a6-426a-3837-88c2-e1629789956f","Second Year Norwegian",201
"ea7a4b84-7ae1-35f5-9520-f207be61b1eb","The Origins of Scientific Thought",201
"6807d56b-f0c1-3dd7-bd64-a4259090e43b","Introduction to Mass Communication",201
"85e3e255-5bad-36de-b289-e5d9a7ef8a92","General Physics",201
"1bad27ad-87c8-3c07-ac56-f704a1203db3","Where Science Meets Society",201
"685d1c16-3fe6-3442-9768-ef7f030de89c","Special Topics in Political Science",201
"8dee753f-25ca-3a83-ad3e-a9de00bb6c53","History of Western Art I: From Pyramids to Cathedrals",201
"e060b620-ee22-3bf7-ad23-5cdcf26b4915","Third Semester Hebrew",201
"2fda17a9-e62a-3c16-b14c-d8e4ea64e68f","Third Semester Portuguese",201
"db5f7b6e-0d69-3804-a072-990fe0448f6b","Introductory Landscape Architecture Studio",201
"d3ef9100-c35c-33b0-a03c-498b15d25e70","The Evolution of US Air and Space Power I",201
"d77967c5-16a4-3db0-b2ab-5753f7cf3a7f","French for Speakers of Other Romance Languages",201
"6e0fa1da-3080-330f-9476-1a7e34d3d792","Elementary/Intermediate Piano",201
"c9cecd5e-3c4c-37b5-9af5-d128d411b3d3","The Information Society",201
"503240b6-78e7-36fd-ada4-69ce155bd29b","Statics",201
"c222a490-cc7f-3e70-a2f1-c9a3fa3dbc42","Introduction to African Literature",201
"c4859c34-9e75-3d00-b9df-4146920b2cff","Western Culture: Science, Technology, Philosophy I",201
"b8c34600-82f4-3084-b7a6-68fcf2faede1","Individual Leadership Studies",201
"23b135c1-af29-3743-b796-23528678230e","Introduction to Psychology",201
"3212442b-33d0-30d8-98ca-cbc9208c3c35","The Historian's Craft",201
"4f247df9-b16e-3fae-abb0-834759d2514f","Introduction to Chicana/o and Latina/o Studies",201
"7181300b-1b10-38d5-86f7-5ef532403a3d","Italian for Speakers of Other Romance Languages",201
"83ec4d57-c9e8-3fb6-b636-2479f9f17ab0","Introduction to Computation",202
"35de6eb0-57f1-3e54-9cad-2e0c01737527","Introduction to Geologic Structures",202
"ece77d76-3d23-3853-b3c1-bfae82c0a89e","Dynamics",202
"da063f81-165e-3f2d-9dad-3e88d7049b67","Mass Communication Practices",202
"b0608993-81fe-34dd-8378-43962a2d946f","General Physics",202
"c4b711dc-f288-33ed-b28a-ffd913508ba8","Introduction to Psychology",202
"1d33489a-f1d9-3de3-80bd-480fafafd27f","History of Western Art II: From Renaissance to Contemporary",202
"4cb449d1-5d35-3c20-b343-42fe786d9081","Introduction to Modern and Contemporary Literature",202
"08990c66-3260-37e8-9852-e1eb7e395989","Normal Aspects of Hearing",202
